"","country","region","indicator","category","sex","year","violence_rate"
"984","Oman","Asia","Violent offences","Kidnapping","Total",2016,0.113686230551128
"985","Pakistan","Asia","Violent offences","Kidnapping","Total",2016,8.45662734134352
"986","Panama","Americas","Violent offences","Kidnapping","Total",2016,0.571238820794186
"987","Peru","Americas","Violent offences","Kidnapping","Total",2016,2.67242445655108
"988","Philippines","Asia","Violent offences","Kidnapping","Total",2016,0.19165624627206
"989","Puerto Rico","Americas","Violent offences","Kidnapping","Total",2016,1.36916825359094
"990","Portugal","Europe","Violent offences","Kidnapping","Total",2016,2.86467701298966
"991","Paraguay","Americas","Violent offences","Kidnapping","Total",2016,0.0478727274816265
"992","Romania","Europe","Violent offences","Kidnapping","Total",2016,1.7476671673952
"993","Russian Federation","Europe","Violent offences","Kidnapping","Total",2016,0.201227824650652
"994","Saudi Arabia","Asia","Violent offences","Kidnapping","Total",2016,0.191523470453165
"995","El Salvador","Americas","Violent offences","Kidnapping","Total",2016,0.415966057169735
"996","Serbia","Europe","Violent offences","Kidnapping","Total",2016,0.106762211728683
"997","Slovakia","Europe","Violent offences","Kidnapping","Total",2016,1.87803661950463
"998","Slovenia","Europe","Violent offences","Kidnapping","Total",2016,0.143539296274677
"999","Thailand","Asia","Violent offences","Kidnapping","Total",2016,2.1046060890503
"1000","Timor-Leste","Asia","Violent offences","Kidnapping","Total",2016,0.0816618513394993
"1001","Uganda","Africa","Violent offences","Kidnapping","Total",2016,2.42075142446898
"1002","Uruguay","Americas","Violent offences","Kidnapping","Total",2016,0.820208532160669
"1003","Uzbekistan","Asia","Violent offences","Kidnapping","Total",2016,0.0763029321786156
"1004","Saint Vincent and the Grenadines","Americas","Violent offences","Kidnapping","Total",2016,8.49357083874012
"1005","Venezuela (Bolivarian Republic of)","Americas","Violent offences","Kidnapping","Total",2016,1.4898444654425
"1006","Kosovo under UNSCR 1244","Europe","Violent offences","Kidnapping","Total",2016,1.25662369204037
"1007","South Africa","Africa","Violent offences","Kidnapping","Total",2016,8.84579731756292
"1008","Albania","Europe","Violent offences","Kidnapping","Total",2017,0.06946000059041
"1009","Andorra","Europe","Violent offences","Kidnapping","Total",2017,0
"1010","United Arab Emirates","Asia","Violent offences","Kidnapping","Total",2017,0.738837814733882
"1011","Argentina","Americas","Violent offences","Kidnapping","Total",2017,0.619685346933906
"1012","Armenia","Asia","Violent offences","Kidnapping","Total",2017,1.22724210997281
"1013","Antigua and Barbuda","Americas","Violent offences","Kidnapping","Total",2017,15.3645233156641
"1014","Australia","Oceania","Violent offences","Kidnapping","Total",2017,1.95198650006137
"1015","Austria","Europe","Violent offences","Kidnapping","Total",2017,0.0341006122651263
"1016","Azerbaijan","Asia","Violent offences","Kidnapping","Total",2017,0.0695025908083618
"1017","Belgium","Europe","Violent offences","Kidnapping","Total",2017,10.2771402144497
"1018","Benin","Africa","Violent offences","Kidnapping","Total",2017,4.57023454529917
"1019","Bulgaria","Europe","Violent offences","Kidnapping","Total",2017,1.42013238139911
"1020","Bahamas","Americas","Violent offences","Kidnapping","Total",2017,2.75675404741617
"1021","Bosnia and Herzegovina","Europe","Violent offences","Kidnapping","Total",2017,0
"1022","Belarus","Europe","Violent offences","Kidnapping","Total",2017,0.216319203088297
"1023","Belize","Americas","Violent offences","Kidnapping","Total",2017,1.33442400255142
"1024","Bermuda","Americas","Violent offences","Kidnapping","Total",2017,0
"1025","Bolivia (Plurinational State of)","Americas","Violent offences","Kidnapping","Total",2017,0.349786901075192
"1026","Brazil","Americas","Violent offences","Kidnapping","Total",2017,0.251312966367802
"1027","Barbados","Americas","Violent offences","Kidnapping","Total",2017,3.58182866680755
"1028","Bhutan","Asia","Violent offences","Kidnapping","Total",2017,0
"1029","Canada","Americas","Violent offences","Kidnapping","Total",2017,10.3380314702919
"1030","Switzerland","Europe","Violent offences","Kidnapping","Total",2017,0.0354958720075649
"1031","Chile","Americas","Violent offences","Kidnapping","Total",2017,1.63322395632498
"1032","Cameroon","Africa","Violent offences","Kidnapping","Total",2017,3.52147579598266
"1033","Colombia","Americas","Violent offences","Kidnapping","Total",2017,0.403295265638286
"1034","Cabo Verde","Africa","Violent offences","Kidnapping","Total",2017,1.06203336908846
"1035","Costa Rica","Americas","Violent offences","Kidnapping","Total",2017,0.2002466237418
"1036","Cyprus","Asia","Violent offences","Kidnapping","Total",2017,0.744710692307883
"1037","Czechia","Europe","Violent offences","Kidnapping","Total",2017,0.161423489301658
"1038","Germany","Europe","Violent offences","Kidnapping","Total",2017,5.59762183493215
"1039","Dominica","Americas","Violent offences","Kidnapping","Total",2017,5.6815760692016
"1040","Ecuador","Americas","Violent offences","Kidnapping","Total",2017,4.76733946044258
"1041","Spain","Europe","Violent offences","Kidnapping","Total",2017,0.148118985483695
"1042","Estonia","Europe","Violent offences","Kidnapping","Total",2017,0
"1043","Finland","Europe","Violent offences","Kidnapping","Total",2017,0.0363098977150181
"1044","United Kingdom (England and Wales)","Europe","Violent offences","Kidnapping","Total",2017,7.70794317332514
"1045","United Kingdom (Northern Ireland)","Europe","Violent offences","Kidnapping","Total",2017,3.58129048328179
"1046","United Kingdom (Scotland)","Europe","Violent offences","Kidnapping","Total",2017,4.29508921987907
"1047","Greece","Europe","Violent offences","Kidnapping","Total",2017,0.72950177180081
"1048","Grenada","Americas","Violent offences","Kidnapping","Total",2017,0
"1049","Guatemala","Americas","Violent offences","Kidnapping","Total",2017,1.76732550510676
"1050","Guyana","Americas","Violent offences","Kidnapping","Total",2017,0
"1051","China, Hong Kong Special Administrative Region","Asia","Violent offences","Kidnapping","Total",2017,0
"1052","Honduras","Americas","Violent offences","Kidnapping","Total",2017,0.207752448830052
"1053","Croatia","Europe","Violent offences","Kidnapping","Total",2017,0
"1054","Hungary","Europe","Violent offences","Kidnapping","Total",2017,0.0306468289062116
"1055","Indonesia","Asia","Violent offences","Kidnapping","Total",2017,0.0911157073755466
"1056","Ireland","Europe","Violent offences","Kidnapping","Total",2017,1.65554101194211
"1057","Iraq (Central Iraq)","Asia","Violent offences","Kidnapping","Total",2017,0.272155022003108
